Depth (ft),Weight on bit (k-lbs),Temperature Out (deg F),Temperature In(deg F),Pit Total (bbls),Pump Pressure (psi),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),Flow Out Percentage (%),ROP (ft/hr)
1375.48,22.5,118.92,116.49,239.7,547.59,48.5,140.92,76.34,839.8,87.49,72.03
1376.56,14.33,118.95,116.49,239.66,552.17,56.67,135.51,93.58,839.18,89.43,94.05
1377.57,12.92,118.95,116.53,239.7,544.93,58.08,146.45,89.4,837.14,88.28,101.77
1378.59,20.51,118.95,116.57,239.43,550.64,50.49,146.22,90.47,841.84,89.34,91.03
1379.61,21.75,119.03,116.61,239.39,548.36,49.25,144.35,92.03,838.36,87.89,82.66
1380.63,27.6,119.03,116.61,239.66,550.26,43.4,153.35,82.69,839.39,89.21,92.15
1381.7,26.07,119.07,116.64,239.72,548.36,44.93,159.68,88.46,839.8,88.15,117.28
1382.72,17.65,119.11,116.64,239.21,549.88,53.35,150.3,104.35,840.21,89.78,78.79
1383.73,11.47,119.26,116.8,238.87,546.45,59.53,144.24,112.1,836.32,90.04,21.52
1384.79,20.63,119.22,116.83,238.88,545.69,50.37,158.92,91.14,837.34,89.12,118.79
1385.83,8.64,119.34,116.91,238.44,548.74,62.36,139.02,113.5,838.57,89.87,31.61
1386.84,8.94,119.95,117.22,237.05,557.51,62.06,145.5,79.39,839.22,89.43,11.65
1387.88,18.81,119.83,117.44,236.99,557.13,52.19,138.29,85.53,836.56,89.95,24.88
1388.9,18.72,119.75,117.52,236.95,566.66,52.28,177.1,75.7,848.4,87.67,34.23
1389.92,21.05,119.64,117.6,236.89,563.61,49.95,214.39,76.98,848.19,86.7,34.9
1390.93,11.01,119.49,117.64,237.43,605.54,59.99,219.65,76.01,893.91,88.77,23.03
1391.95,13.21,119.56,117.6,237.87,631.09,57.79,240.77,84.52,905.98,89.47,62.1
1392.97,17.44,119.79,117.64,237.91,621.18,53.56,151.48,110.0,891.05,85.69,33.58
1394.01,25.36,119.98,117.67,237.86,615.46,45.64,151.25,94.8,864.85,85.52,29.59
1395.06,1.87,120.21,117.79,238.23,610.12,68.91,111.6,76.4,856.26,86.26,95.02
1396.08,16.05,120.33,117.79,238.23,613.55,54.72,140.81,71.25,864.04,86.57,59.06
1397.13,15.06,120.52,117.86,237.96,614.31,55.72,133.56,83.57,861.58,85.21,40.45
1398.19,7.88,120.71,117.98,237.88,633.38,62.89,170.16,91.32,899.12,87.01,25.0
1399.25,11.74,120.94,118.09,237.06,632.23,59.04,163.57,92.54,901.16,85.91,27.16
1400.26,13.85,120.94,118.13,237.25,633.76,56.92,144.43,104.69,911.19,85.65,66.62
1401.28,13.4,121.01,118.21,236.87,640.62,57.38,138.98,113.11,930.43,85.82,27.98
1402.3,15.26,121.01,118.25,236.74,634.52,55.51,148.97,103.65,866.61,87.67,70.42
1403.32,16.26,121.05,118.28,236.7,665.78,54.52,148.32,103.44,961.17,89.34,73.22
1404.33,15.72,121.01,118.32,236.41,676.08,55.05,154.99,95.23,959.99,89.03,77.92
1405.35,13.98,121.09,118.32,236.73,676.08,56.8,135.2,105.69,961.62,88.28,67.84
1406.37,15.39,121.2,118.36,236.47,677.6,55.39,145.65,94.22,965.31,90.96,50.59
1407.38,14.97,121.39,118.4,236.58,677.98,55.8,156.78,83.94,966.54,92.81,44.08
1408.42,10.0,121.51,118.47,236.93,679.89,60.78,129.29,107.83,967.76,92.98,84.81
1409.44,14.6,121.62,118.51,236.52,677.98,56.17,136.46,92.54,962.85,92.15,57.16
1410.45,14.6,121.7,118.55,236.44,684.46,56.17,132.31,98.01,962.24,91.27,66.56
1411.47,19.58,121.78,118.63,236.41,684.46,51.2,136.65,95.32,960.39,89.34,49.07
1412.51,14.52,121.85,118.66,237.08,683.32,56.26,137.34,90.81,954.26,90.0,54.85
1413.52,16.47,121.93,118.7,236.41,679.89,54.31,144.09,84.06,951.81,90.61,87.19
1414.54,14.52,122.04,118.78,236.41,681.41,56.26,137.22,90.47,948.75,89.43,65.37
1415.56,17.05,122.08,118.78,236.43,674.55,53.73,141.53,88.03,948.13,90.57,83.22
1416.57,19.87,122.19,118.82,236.97,679.51,50.91,145.04,85.44,947.93,89.95,37.2
1417.59,18.17,122.27,118.82,237.08,680.27,52.61,143.36,87.21,946.29,90.79,45.71
1418.61,19.16,122.35,118.89,237.09,680.65,51.61,136.92,89.83,946.91,91.01,51.52
1419.62,17.09,122.35,118.97,237.11,672.64,53.69,137.03,94.62,941.8,91.49,31.02
1420.64,17.09,122.39,119.05,237.3,669.21,53.69,134.33,98.55,940.77,90.66,48.12
1421.64,16.84,122.31,117.1,258.38,572.38,53.93,135.74,78.17,858.46,83.89,46.19
1422.68,18.04,122.19,117.18,259.63,568.18,52.73,129.75,78.88,854.77,84.59,60.46
1423.7,16.59,122.04,117.25,260.04,574.28,54.18,141.88,71.52,855.59,83.23,50.43
1424.73,17.42,121.93,117.33,261.47,574.66,53.35,138.52,73.23,856.42,82.09,45.49
1425.75,17.17,121.66,117.41,262.13,571.61,53.6,142.6,69.91,853.75,84.73,50.84
1426.76,17.38,121.32,117.48,263.96,571.61,53.4,137.68,82.05,858.86,85.56,24.72
1427.78,14.14,121.17,117.48,265.75,625.37,56.63,140.08,82.26,895.77,85.65,15.9
1428.8,12.94,121.09,117.52,267.02,630.71,57.83,147.21,80.68,900.48,85.82,21.55
1429.83,21.2,120.97,117.6,267.02,642.53,49.58,149.73,79.52,911.72,88.28,36.91
1430.85,20.49,120.97,117.64,267.25,660.06,50.28,144.47,91.54,932.16,89.82,49.46
1431.88,19.33,120.97,117.71,267.75,667.69,51.45,147.02,85.77,937.87,88.11,57.36
1432.92,21.86,120.97,117.75,267.76,672.26,48.92,157.96,76.4,940.72,89.47,52.51
1433.94,18.79,120.97,117.75,267.98,670.74,51.99,154.0,81.99,940.52,89.82,69.07
1434.95,20.95,120.97,117.83,268.63,668.83,49.83,152.55,79.12,939.28,87.89,64.28
1435.97,19.25,121.01,117.83,268.52,666.93,51.53,141.46,95.02,937.03,88.94,70.42
1436.99,20.53,121.09,117.86,269.15,658.92,50.24,136.54,90.74,933.14,87.1,62.06
1438.02,21.4,121.09,117.9,269.26,663.88,49.37,137.61,90.99,934.98,89.43,67.74
1439.04,20.99,121.17,117.86,269.83,664.26,49.79,135.47,90.44,934.56,89.12,59.04
1440.06,7.34,121.24,117.9,270.22,660.06,63.43,121.71,103.71,934.15,88.28,38.96
1441.08,21.2,121.28,117.86,270.1,658.54,49.58,135.55,87.69,928.62,87.23,74.74
1442.09,19.37,121.32,117.86,270.08,665.02,51.4,129.75,88.67,938.04,90.48,53.8
1443.11,19.0,121.36,117.86,270.22,661.21,51.78,132.61,84.37,932.31,89.95,65.38
1444.13,18.13,121.43,117.9,269.65,650.53,52.65,132.69,83.48,929.44,86.44,63.13
1445.16,20.74,121.47,117.94,270.02,661.21,50.04,129.68,86.2,934.15,85.39,71.74
1446.18,18.46,121.62,117.98,269.58,656.25,52.32,133.07,79.73,930.26,87.58,51.55
1447.2,18.75,121.66,118.05,269.63,661.59,52.03,135.55,76.31,930.47,88.81,45.17
1448.21,17.67,121.7,118.09,269.18,654.73,53.11,130.86,82.48,931.28,86.22,48.14
1449.25,16.84,121.78,118.17,269.47,664.26,53.93,131.58,81.71,934.97,89.87,71.75
1450.27,18.87,121.81,118.21,269.19,656.25,51.9,127.73,85.44,929.23,88.68,63.14
1451.28,18.29,121.89,118.21,267.01,600.59,50.66,141.76,73.38,874.79,83.28,45.2
1452.3,17.67,121.78,118.28,266.66,615.46,51.28,137.22,79.06,882.39,83.85,39.35
1453.31,18.25,121.62,118.36,265.97,637.95,50.7,152.21,72.68,896.73,84.9,28.57
1454.33,18.13,121.39,118.32,265.57,654.34,50.82,161.81,72.68,907.37,84.81,53.06
1455.35,20.24,121.13,118.44,266.39,649.39,48.71,150.3,87.45,899.0,84.9,61.14
1456.36,20.08,121.09,118.47,266.13,655.11,48.87,156.93,77.96,902.69,86.4,42.56
1457.38,18.67,121.2,118.47,266.12,651.29,50.28,150.95,87.51,899.42,84.29,60.03
1458.4,19.87,121.28,118.51,266.12,653.58,49.08,161.13,76.74,902.07,86.57,50.15
1459.42,20.16,121.43,118.51,266.11,651.29,48.79,147.48,88.36,902.08,86.0,43.81
1460.43,20.37,121.55,118.51,265.85,652.82,48.58,153.27,81.35,901.26,84.55,39.35
1461.45,18.91,121.62,118.55,265.83,648.63,50.04,143.97,94.99,901.45,86.44,36.91
1462.47,17.46,121.74,118.63,265.81,643.29,51.49,149.58,83.54,898.59,83.8,43.58
1463.48,18.29,121.85,118.66,265.54,648.63,50.66,178.55,72.71,896.33,85.25,34.13
1464.5,20.16,122.0,118.74,265.22,650.53,48.79,141.38,92.09,897.36,86.57,38.13
1465.52,17.71,122.04,118.78,265.17,644.05,51.24,151.52,86.81,894.7,86.13,56.51
1466.53,20.74,122.12,118.86,264.81,649.01,48.21,153.73,82.57,901.65,86.92,45.72
1467.55,18.62,122.16,118.93,264.61,641.76,50.33,154.91,76.22,899.38,85.87,54.64
1468.57,19.99,122.19,119.01,264.84,645.96,48.96,149.12,82.14,906.93,85.12,52.33
1469.58,20.28,122.23,119.08,265.03,643.29,48.67,159.45,76.62,906.31,86.09,47.53
1470.6,20.74,122.27,119.16,264.98,641.38,48.21,173.86,74.6,905.49,85.61,32.66
1471.62,14.89,122.31,119.2,264.2,642.53,54.06,150.87,96.6,908.77,86.57,71.79
1472.63,15.97,122.31,119.24,264.06,640.62,52.98,149.54,90.65,906.11,86.92,46.14
1473.65,15.68,122.35,119.31,264.05,639.86,53.27,139.74,88.73,906.31,86.79,62.07
1474.67,15.02,122.39,119.35,264.03,637.95,53.93,144.93,83.24,903.44,85.96,64.32
1475.7,17.75,122.42,119.39,264.03,665.78,51.2,139.7,88.73,914.96,87.85,66.62
1476.72,17.13,122.46,119.43,264.03,657.39,51.82,148.24,81.77,907.82,86.79,55.48
1477.74,16.72,122.54,119.5,264.04,666.93,52.23,142.45,87.97,912.32,87.19,44.64
1478.75,19.7,122.58,119.54,263.96,665.78,49.25,147.1,83.64,914.16,86.0,43.58
1479.77,18.29,122.69,119.66,264.03,658.16,50.66,139.7,89.25,909.25,86.57,37.73
1480.79,16.51,122.77,119.73,264.0,658.54,52.44,146.26,96.33,911.09,86.97,27.64
1481.8,13.19,123.22,119.58,261.89,592.2,55.76,131.39,87.17,861.13,83.89,16.63
1482.82,15.68,123.3,119.69,261.44,592.96,53.27,144.7,78.63,865.01,82.22,44.63
1483.84,16.18,123.19,119.73,261.21,592.96,52.77,152.51,73.69,861.54,83.54,64.3
1484.87,15.31,123.15,119.81,261.17,595.25,53.64,162.12,79.21,864.81,84.16,57.38
1485.89,17.17,123.07,119.92,260.81,615.08,51.78,157.77,97.7,887.68,85.08,39.8
1486.91,17.17,122.96,120.0,260.79,613.17,51.78,156.9,96.91,880.36,83.8,46.34
1487.92,17.05,122.77,120.08,260.71,618.13,51.9,155.87,98.71,882.62,83.72,43.58
1488.96,17.5,122.42,120.11,261.01,615.84,51.45,144.77,88.24,880.16,84.9,40.1
1489.98,17.09,122.31,120.15,261.01,620.79,51.86,161.4,73.63,879.75,83.5,48.18
1490.99,16.88,122.39,120.15,261.02,617.36,52.07,147.98,86.35,881.79,83.45,49.06
1492.03,17.59,122.58,120.08,261.02,617.36,51.36,150.38,89.68,882.62,84.33,43.88
1493.05,16.72,122.73,120.04,260.73,612.79,52.23,149.5,87.91,879.95,83.63,37.66
1494.08,17.75,122.8,120.0,260.39,617.74,51.2,147.1,87.85,881.39,84.29,42.86
1495.12,15.6,122.84,119.96,260.41,619.65,53.35,146.22,92.97,884.05,84.42,64.36
1496.13,16.67,122.96,119.96,259.56,611.26,52.28,156.17,81.32,876.27,83.23,36.58
1497.17,17.05,123.03,119.96,259.5,614.31,51.9,146.98,96.18,877.5,85.03,56.52
1498.23,16.47,123.07,119.96,259.51,613.55,52.48,153.85,85.07,878.73,83.98,64.41
1499.24,17.3,123.19,119.92,259.43,614.69,51.65,149.12,93.31,879.54,84.33,31.56
1500.26,16.18,123.26,120.0,258.88,614.69,52.77,151.86,93.34,879.74,85.47,26.91
1501.29,16.14,123.34,120.15,258.33,608.21,52.81,138.52,88.52,876.45,84.42,13.36
1502.31,19.41,123.38,120.19,257.76,604.78,49.54,136.04,89.98,873.58,84.46,35.54
1503.33,11.9,123.38,120.23,257.41,609.74,57.05,140.2,88.7,878.89,84.86,29.28
1504.34,17.38,123.41,120.19,256.9,605.16,51.57,144.85,84.61,876.64,85.65,26.53
1505.36,17.38,123.38,120.19,257.05,607.45,51.57,143.74,85.13,876.64,85.34,49.25
1506.4,6.18,123.41,120.19,255.92,604.78,62.77,132.61,96.63,873.37,85.82,82.91
1507.42,15.51,123.41,120.23,254.84,603.26,53.44,135.85,89.07,868.46,89.03,40.23
1508.45,18.62,123.45,120.19,253.77,602.49,50.33,146.15,78.81,867.45,91.1,28.45
1509.47,15.39,123.49,120.23,253.25,603.64,53.56,140.85,82.05,868.26,87.27,21.92
1510.48,15.64,123.53,120.19,253.4,606.31,53.31,142.52,80.49,868.88,88.59,18.03
1511.5,8.88,123.57,120.15,253.39,599.44,60.07,133.49,91.78,865.82,87.14,30.76
1512.52,21.2,123.53,120.11,253.42,615.46,47.75,146.87,81.44,912.49,88.55,30.28
1513.54,17.79,123.57,120.11,253.08,616.98,51.16,145.27,82.29,863.79,86.92,37.05
1514.55,16.09,123.57,120.11,253.24,610.5,52.86,142.29,82.96,845.57,84.42,22.2
1514.55,16.09,123.57,120.11,253.24,610.5,52.86,142.29,82.96,845.57,84.42,22.2
1515.57,18.07,118.34,117.56,249.99,613.55,54.23,98.68,72.87,850.22,88.15,42.39
1516.59,17.7,118.42,117.64,249.5,611.26,54.6,91.63,83.91,853.29,85.69,39.36
1517.6,14.18,118.46,117.64,249.56,611.26,58.12,87.97,100.02,853.9,85.74,42.4
1518.64,17.78,118.42,117.44,247.93,610.88,54.52,93.08,96.02,857.79,85.56,62.2
1519.66,15.79,118.31,117.29,247.5,618.89,56.51,91.55,100.48,863.92,86.35,51.57
1520.67,19.03,118.73,117.25,246.83,608.98,53.27,99.4,78.3,859.02,86.31,46.33
1521.69,17.2,118.76,117.22,247.17,619.65,55.1,93.46,84.79,865.36,87.63,48.46
1522.71,18.37,119.18,117.18,247.17,616.98,53.93,97.54,85.44,861.27,88.2,39.36
1523.72,20.4,119.3,117.22,247.17,611.26,51.9,99.37,81.47,862.09,88.46,44.65
1524.74,19.65,119.64,117.22,247.17,609.36,52.65,99.75,80.25,861.88,88.64,47.55
1525.76,19.9,119.53,117.29,247.16,615.08,52.4,99.75,80.19,862.9,87.8,49.46
1526.78,20.11,119.72,117.37,246.62,609.74,52.19,102.68,77.11,859.02,87.76,60.04
1527.79,19.82,119.87,117.41,247.15,612.03,52.48,93.23,89.25,859.43,88.33,51.27
1528.81,19.65,119.87,117.48,246.77,613.55,52.65,98.64,82.9,861.27,90.74,48.44
1529.83,19.44,120.02,117.52,246.58,612.79,52.86,99.44,84.95,859.63,91.23,55.45
1530.84,18.32,120.1,117.56,246.58,614.69,53.98,96.43,81.53,863.11,90.61,50.16
1531.86,18.74,120.06,117.67,246.41,613.93,53.56,99.75,79.49,863.31,89.16,61.04
1532.91,21.06,120.14,117.75,246.8,616.6,51.24,98.56,83.88,864.95,90.44,55.83
1533.93,19.07,120.56,117.75,246.8,613.17,53.23,99.94,81.38,860.86,88.9,64.24
1534.97,19.03,120.36,117.75,246.82,614.69,53.27,99.1,85.86,864.95,89.47,66.65
1535.99,19.57,120.33,117.75,247.13,610.5,52.73,100.28,80.62,862.08,88.72,85.17
1537.0,20.65,120.36,117.75,247.14,612.03,51.65,97.61,83.76,861.27,87.8,62.16
1538.02,19.9,120.36,117.71,247.52,613.55,52.4,99.02,86.78,862.29,88.11,64.24
1539.08,19.24,120.4,117.71,247.83,611.64,53.06,99.29,82.32,859.63,86.53,71.72
1540.09,18.82,120.36,117.71,247.69,613.17,53.48,101.77,80.86,861.06,87.14,74.74
1541.11,18.37,120.36,117.67,248.16,615.08,53.93,102.07,80.22,861.47,87.19,73.17
1542.15,19.36,120.78,117.64,248.72,618.13,52.94,99.67,82.63,866.38,87.49,74.65
1543.16,16.13,120.29,117.64,248.98,608.59,56.17,100.55,84.25,860.45,88.37,69.13
1544.2,17.78,120.14,117.64,248.46,612.79,54.52,95.82,91.35,861.88,88.86,116.72
1545.22,10.19,120.67,117.83,245.41,606.69,62.11,78.17,98.52,839.25,87.93,23.49
1546.26,14.34,120.67,117.86,244.94,616.98,57.96,90.98,76.65,846.0,87.01,57.43
1547.27,12.81,120.21,117.94,244.87,623.08,59.49,94.26,78.88,848.07,87.36,70.43
1548.29,14.01,119.91,118.02,244.11,645.19,58.29,90.52,80.1,892.97,88.5,61.03
1549.31,14.42,119.75,118.13,243.93,621.56,57.88,96.13,73.14,848.05,86.88,49.75
1550.33,14.38,119.56,118.17,243.81,604.78,57.92,89.53,89.74,851.45,87.05,73.26
1551.34,14.92,119.56,118.21,243.74,604.78,57.38,95.29,72.9,850.22,87.36,91.6
1552.36,14.92,119.64,118.28,243.52,603.64,57.38,91.47,94.13,849.4,87.19,52.31
1553.4,15.05,120.02,118.36,243.51,602.88,57.25,93.8,90.44,850.22,85.74,55.68
1554.41,14.42,120.1,118.4,243.3,608.98,57.88,90.44,96.21,855.13,89.25,46.92
1555.43,14.42,120.17,118.47,243.29,604.78,57.88,94.6,72.07,851.86,88.11,55.46
1556.45,15.5,120.25,118.51,243.19,612.79,56.8,94.6,80.4,858.61,88.02,63.09
1557.46,14.42,120.44,118.51,243.14,616.98,57.88,97.42,76.01,857.38,88.94,63.11
1558.48,14.05,120.71,118.51,242.85,612.03,58.25,90.14,87.66,854.52,88.2,79.65
1559.52,13.89,120.78,118.51,242.6,612.79,58.41,89.95,92.33,857.79,88.5,76.16
1560.54,15.01,120.97,118.51,242.75,612.03,57.29,95.25,81.26,856.36,88.94,79.64
1561.57,16.33,120.94,118.51,242.25,610.88,55.97,92.47,82.93,854.31,89.25,54.86
1562.59,14.01,120.97,118.55,242.1,609.74,58.29,92.5,83.51,856.15,89.29,61.05
1563.61,15.34,120.71,118.59,241.99,615.46,56.96,90.79,90.26,859.22,87.8,57.39
1564.64,15.42,120.1,118.59,241.92,617.74,56.88,89.15,89.8,857.6,89.12,52.54
1565.66,15.59,119.64,118.7,241.16,641.38,56.71,88.39,82.81,861.17,90.26,39.36
1566.7,13.18,119.49,118.7,240.95,641.0,59.12,91.28,76.16,862.61,89.73,77.76
1567.71,15.54,119.37,118.74,240.79,646.34,56.76,86.37,87.72,863.84,89.56,73.25
1568.73,16.08,119.49,118.78,240.21,648.63,56.22,87.78,89.71,868.75,88.77,43.05
1569.75,14.96,119.34,118.86,240.19,650.91,57.34,91.59,90.59,868.55,91.18,46.93
1570.76,14.26,119.11,118.97,239.84,653.96,58.04,89.22,95.5,867.73,91.27,40.53
1571.78,15.17,118.95,119.01,239.49,653.2,57.13,89.76,92.33,871.62,91.01,71.84
1572.8,14.71,118.73,119.08,239.09,655.49,57.59,88.69,92.82,869.78,90.57,36.95
1573.81,14.92,118.92,119.2,238.38,654.73,57.38,86.94,93.8,870.8,92.32,41.6
1574.85,17.74,118.88,119.24,238.32,654.73,54.56,93.65,82.45,871.01,92.28,63.25
1575.89,17.16,118.95,119.27,237.67,657.78,55.14,96.81,75.76,872.64,91.62,57.42
1576.9,17.37,119.07,119.35,237.44,658.54,54.93,94.71,84.31,872.24,91.36,45.74
1577.94,12.99,118.5,119.27,234.38,571.23,59.91,81.9,92.48,805.67,88.28,43.68
1578.96,19.67,119.11,119.27,234.34,585.72,53.23,108.52,57.43,827.12,86.35,59.06
1579.98,20.42,119.34,119.31,234.31,594.49,52.48,100.7,82.9,832.45,87.54,66.58
1580.99,18.18,119.49,119.35,234.06,588.77,54.72,96.77,92.82,827.95,87.71,50.15
1582.01,18.34,119.75,119.39,234.3,597.16,54.56,98.15,89.37,833.68,88.94,48.79
1583.02,17.18,119.56,119.47,234.29,604.02,55.72,102.07,85.1,834.51,88.06,42.54
1584.04,17.1,119.53,119.5,234.3,615.46,55.8,120.91,61.0,841.68,88.64,55.46
1585.06,18.59,119.53,119.54,234.3,614.31,54.31,120.26,62.92,841.49,87.32,38.12
1586.08,17.97,119.56,119.54,234.22,622.32,54.93,151.1,78.17,844.57,88.02,57.21
1587.09,17.1,119.83,119.54,235.0,621.56,55.8,149.12,76.83,841.92,87.45,39.35
1588.11,18.43,119.79,119.54,235.32,629.18,54.47,167.95,72.65,847.64,87.05,30.74
1589.12,15.23,119.91,119.5,235.62,635.28,57.67,160.67,73.2,856.82,83.15,21.39
1590.14,19.01,119.34,119.43,235.38,631.09,53.89,160.56,70.36,854.98,86.4,35.18
1591.16,17.76,119.14,119.39,235.29,629.56,55.14,156.32,78.51,855.18,83.54,30.75
1592.19,19.75,119.11,119.35,235.11,627.28,53.15,149.2,86.11,853.55,83.23,36.55
1593.21,16.35,119.03,119.39,234.99,631.85,56.55,149.12,85.98,856.82,84.16,63.15
1594.23,23.2,119.11,119.39,235.18,628.04,49.7,144.43,91.54,856.0,83.89,42.22
1595.24,14.86,119.41,119.39,235.19,628.42,58.04,168.98,71.77,857.42,83.01,24.9
1596.26,13.9,121.39,119.39,235.18,631.09,59.0,180.5,77.17,854.36,84.99,50.11
1597.28,14.4,122.16,119.43,235.0,631.09,58.5,183.89,77.59,856.61,85.96,43.56
1598.29,14.07,122.61,119.47,235.3,633.76,58.83,193.0,72.1,858.05,85.21,28.8
1599.31,15.65,122.61,119.62,235.35,632.61,57.25,192.54,71.92,857.84,86.13,27.09
1600.33,18.26,122.8,119.69,235.26,630.33,54.64,197.8,68.08,855.18,86.22,23.17
1601.34,18.3,123.0,119.81,235.28,661.97,54.6,217.86,71.34,905.94,89.51,18.0
1602.36,15.94,123.0,119.88,235.72,644.05,56.96,208.67,72.74,867.87,86.4,20.4
1603.37,16.06,123.11,119.88,235.63,636.43,56.84,218.43,82.54,841.24,88.15,25.87
1604.39,17.51,123.26,119.96,234.87,655.87,55.39,224.0,80.92,850.7,86.18,18.2
1605.41,4.2,123.22,120.08,234.97,655.49,68.7,212.75,89.62,853.19,91.97,18.08
1606.42,9.26,123.3,120.11,234.85,662.35,63.64,224.19,78.75,856.26,90.48,40.19
1607.44,13.32,123.41,120.15,234.59,666.16,59.58,224.07,82.9,863.22,90.48,35.51
1608.47,17.26,123.57,120.23,234.16,663.49,55.64,221.63,80.86,868.75,87.49,26.98
1609.49,18.51,123.64,120.23,233.83,664.26,54.39,223.73,78.63,867.73,91.71,40.63
1610.49,13.36,123.91,120.23,225.32,665.4,59.33,238.98,84.55,874.26,88.72,23.91
1611.51,17.34,123.72,120.11,225.61,651.29,55.35,225.75,82.38,860.77,88.64,30.99
1612.52,17.55,123.57,119.96,226.89,656.63,55.14,226.93,74.94,860.36,90.7,24.34
1613.54,17.46,123.34,119.85,227.4,657.39,55.22,221.06,85.34,862.82,88.99,34.84
1614.55,18.91,123.45,119.66,228.33,640.24,53.77,228.8,79.79,854.01,87.89,25.58
1615.57,18.42,123.61,119.54,228.81,657.01,54.27,228.65,83.67,833.02,87.93,30.73
1616.59,18.62,123.76,119.39,229.19,627.28,54.06,233.49,75.09,860.03,85.25,26.63
1617.6,16.97,123.91,119.31,230.41,626.89,55.72,228.76,86.26,860.24,88.42,21.34
1618.62,17.34,123.91,119.24,230.63,622.7,55.35,229.22,86.66,859.62,88.77,24.07
1619.64,12.73,123.95,119.27,230.88,622.7,59.95,229.11,90.44,861.06,85.91,29.03
1620.65,17.17,123.87,119.31,230.62,618.13,55.51,193.69,114.76,853.49,87.01,29.67
1621.67,13.07,123.72,119.69,230.48,624.99,59.62,131.58,95.53,851.03,86.26,11.95
1622.69,13.69,123.64,119.77,230.48,623.08,59.0,138.25,84.73,850.82,85.12,28.15
1623.7,16.88,123.68,119.85,230.05,620.79,55.8,150.87,77.32,850.83,86.26,31.33
1624.72,15.43,123.68,119.88,229.59,624.99,57.25,164.45,76.65,856.56,86.04,25.05
1625.73,15.85,123.61,119.92,229.36,624.99,56.84,153.47,85.92,855.33,85.96,30.23
1626.75,13.81,123.64,119.96,229.2,624.99,58.87,148.01,86.14,854.31,88.5,40.21
1627.77,16.72,123.57,119.96,229.37,626.51,55.97,135.97,95.6,853.9,90.96,17.85
1628.78,15.22,123.57,119.88,229.48,621.56,57.46,141.95,94.25,854.1,90.26,17.59
1629.82,16.43,123.53,119.88,229.55,616.22,56.26,143.44,90.5,849.8,90.0,21.94
1630.84,12.82,123.57,119.85,229.32,618.13,59.87,141.61,94.95,849.19,89.56,43.58
1631.87,13.85,123.53,119.85,229.62,622.7,58.83,141.57,94.1,851.03,89.73,70.38
1632.89,13.98,123.53,119.85,229.48,623.08,58.71,145.92,86.9,851.03,90.17,47.51
1633.9,13.77,123.53,119.92,229.89,622.32,58.91,146.6,88.55,847.96,90.13,41.55
1634.92,15.89,123.53,119.92,229.92,621.18,56.8,144.51,94.62,852.26,89.29,36.94
1635.94,18.29,123.53,120.0,229.84,627.28,54.39,151.48,95.29,852.67,88.86,39.23
1636.95,17.17,123.57,120.11,229.98,623.84,55.51,155.33,91.29,852.46,88.59,22.59
1637.97,16.84,123.53,120.19,230.01,618.51,55.84,139.82,97.3,849.6,88.46,25.97
1638.99,13.4,123.57,120.23,230.37,622.7,59.29,134.67,102.15,850.42,88.42,36.21
1640.0,19.99,123.45,120.27,230.41,619.65,52.69,139.85,92.21,850.62,89.03,49.34
1641.02,17.84,123.64,119.69,229.7,636.81,54.85,142.33,87.11,860.64,88.46,48.25
1642.04,17.79,123.76,119.81,229.98,635.28,54.89,145.34,77.59,862.69,81.08,31.26
1643.05,19.04,123.68,119.92,230.13,644.43,53.64,175.31,57.09,866.98,82.49,31.86
1644.07,17.88,123.68,120.0,230.5,643.67,54.81,175.62,53.86,864.32,82.4,53.85
1645.09,17.59,123.64,120.08,230.23,633.38,55.1,171.96,57.09,864.94,81.34,48.17
1646.1,18.33,123.61,120.08,230.32,644.81,54.35,188.24,82.48,866.57,81.83,37.72
1647.14,22.48,123.53,120.15,230.66,637.95,50.2,198.22,73.66,862.69,81.78,37.67
1648.16,22.44,123.22,120.11,230.73,640.62,50.24,214.05,74.27,866.57,83.37,38.53
1649.17,21.32,123.11,120.08,230.97,636.43,51.36,221.63,77.69,864.12,86.66,30.5
1650.21,20.66,123.07,120.04,231.11,636.81,52.03,174.89,138.0,631.49,86.13,49.76
1651.23,21.9,123.15,120.0,231.58,641.38,50.78,171.54,80.16,865.55,82.97,66.57
1652.26,22.52,123.26,119.92,231.57,639.09,50.16,178.4,75.92,738.5,81.04,36.21
1653.28,21.07,123.38,119.88,231.76,637.19,51.61,179.54,76.37,863.51,81.83,36.97
1654.3,20.57,123.41,119.88,231.76,639.48,52.11,153.54,103.65,863.51,81.65,39.79
1655.33,24.93,123.41,119.88,231.75,638.33,47.75,169.29,67.74,835.07,81.48,48.45
1656.37,25.01,123.49,119.85,231.59,641.38,47.67,180.27,60.17,861.87,80.25,64.33
1657.4,22.61,123.57,119.88,231.77,641.76,50.08,167.95,71.61,602.44,81.56,60.16
1658.44,21.53,123.61,119.96,231.83,642.53,51.16,140.01,95.23,844.89,81.56,35.19
